incdtno,date,timehr,timemin,ampm,type,state,temp,visiblty,weather,trnspd,tons,loadf1,emptyf1,cause,acctrk,acctrkcl,enghr,cdtrhr,cntycd,visiblty_>1 mile and <=2 miles,visiblty_>1/2 mile and <=1 mile,visiblty_>1/4 mile and <=1/2 mile,weather_clear/pc,weather_crosswinds,weather_fog/smoke,weather_rain,weather_snow/hail,acctrkcl_max spd 10mph or less,acctrkcl_max spd 20-25mph,acctrkcl_max spd 25-40mph,acctrkcl_max spd 40-60mph,acctrkcl_max spd 60mph or more,acctrk_leased another railroad,acctrk_owned by carrier,acctrk_trackage rights only
0522SX028,2022-05-30,11,25,AM,Trespasser,Washington,82,>1/4 mile and <=1/2 mile,Clear/PC,44,6335,109,0,Other,Owned by Carrier,Max spd 25-40mph,3,3,463,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0522SX032,2022-05-30,3,35,AM,Derailment,Washington,77,>1 mile and <=2 miles,Rain,5,3136,15,61,Other,Leased Another Railroad,Max spd 10mph or less,1,1,491,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0522SX033,2022-05-31,9,42,PM,Derailment,Washington,86,>1 mile and <=2 miles,Rain,6,11960,83,63,Human,Owned by Carrier,Max spd 10-20mph,1,1,491,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0522TO001,2022-05-01,4,40,AM,Derailment,Washington,55,<=1/4 mile,Clear/PC,8,2104,16,3,Human,Leased Another Railroad,Max spd 10mph or less,5,3,439,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0522TO005,2022-05-03,4,5,AM,Trespasser,Washington,62,<=1/4 mile,Clear/PC,40,9583,72,14,Other,Owned by Carrier,Max spd 40-60mph,2,2,329,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0522TO034,2022-05-19,1,30,AM,Derailment,Washington,84,>1 mile and <=2 miles,Clear/PC,5,429,0,7,Other,Trackage Rights Only,Max spd 10mph or less,3,3,141,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0522TO040,2022-05-22,12,50,AM,Derailment,Washington,74,>1 mile and <=2 miles,Clear/PC,5,872,6,2,Other,Trackage Rights Only,Max spd 10mph or less,2,2,141,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0722HL002,2022-07-03,11,15,PM,Derailment,Washington,79,>1 mile and <=2 miles,Clear/PC,3,4267,30,0,Other,Trackage Rights Only,Max spd 10mph or less,10,10,375,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0722HO001,2022-07-01,3,23,AM,Derailment,Washington,76,>1 mile and <=2 miles,Snow/Hail,10,12991,79,122,Other,Leased Another Railroad,Max spd 10mph or less,11,11,201,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0722HO002,2022-07-02,5,0,AM,Derailment,Washington,77,<=1/4 mile,Rain,9,4664,50,110,Other,Trackage Rights Only,Max spd 10mph or less,4,4,201,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0722HO010,2022-07-17,11,23,AM,Hazardous material release,Washington,92,>1/4 mile and <=1/2 mile,Rain,5,12149,74,75,Human,Leased Another Railroad,Max spd 10mph or less,7,7,201,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
0722TO057,2022-07-21,4,0,AM,Hazardous material release,Washington,88,<=1/4 mile,Clear/PC,5,48,0,1,Other,Leased Another Railroad,Max spd 10mph or less,3,3,439,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0722HO014,2022-07-18,9,40,AM,Derailment,Washington,84,>1/4 mile and <=1/2 mile,Clear/PC,0,30,0,1,Other,Leased Another Railroad,Max spd 10mph or less,3,3,201,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
0722HO014,2022-07-18,9,40,AM,Derailment,Washington,84,>1/4 mile and <=1/2 mile,Clear/PC,7,1921,2,48,Other,Leased Another Railroad,Max spd 10mph or less,2,3,201,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
0722SX006,2022-07-04,11,59,PM,Hazardous material release,Washington,84,>1 mile and <=2 miles,Clear/PC,10,282,2,0,Human,Leased Another Railroad,Max spd 10mph or less,8,3,29,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0722SX006,2022-07-04,11,59,PM,Hazardous material release,Washington,84,>1 mile and <=2 miles,Clear/PC,5,3600,2,38,Human,Leased Another Railroad,Max spd 10mph or less,10,10,29,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0722SX021,2022-07-22,9,30,PM,Level crossing,Washington,91,>1 mile and <=2 miles,Rain,0,123,0,2,Other,Leased Another Railroad,Max spd 10mph or less,3,3,29,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0722SX021,2022-07-22,9,30,PM,Level crossing,Washington,91,>1 mile and <=2 miles,Rain,6,11360,79,10,Other,Leased Another Railroad,Max spd 10mph or less,5,5,29,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0722SX029,2022-07-28,1,41,PM,Derailment,Washington,92,>1/4 mile and <=1/2 mile,Clear/PC,28,18793,109,160,Human,Owned by Carrier,Max spd 20-25mph,6,6,51,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
0722TO005,2022-07-03,6,40,AM,Derailment,Washington,77,<=1/4 mile,Clear/PC,2,2924,26,9,Other,Leased Another Railroad,Max spd 10mph or less,8,8,141,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0722TO007,2022-07-04,8,45,PM,Derailment,Washington,95,>1 mile and <=2 miles,Clear/PC,5,2428,19,13,Human,Leased Another Railroad,Max spd 10mph or less,5,3,113,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0722TO008,2022-07-05,7,45,AM,Derailment,Washington,81,>1/4 mile and <=1/2 mile,Clear/PC,4,3093,23,7,Other,Leased Another Railroad,Max spd 10mph or less,3,3,439,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
0522HO024,2022-05-21,5,25,PM,Trespasser,Washington,90,>1/4 mile and <=1/2 mile,Rain,25,7886,46,58,Other,Owned by Carrier,Max spd 25-40mph,7,7,201,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0722TO013,2022-07-07,12,0,PM,Derailment,Washington,91,>1/4 mile and <=1/2 mile,Clear/PC,1,17790,129,12,Human,Leased Another Railroad,Max spd 10mph or less,7,7,135,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
0722TO028,2022-07-14,6,21,PM,Hazardous material release,Washington,90,>1/2 mile and <=1 mile,Clear/PC,0,2103,31,9,Other,Owned by Carrier,Max spd 10-20mph,3,3,113,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
KS0822111,2022-08-17,4,50,AM,Derailment,Washington,69,<=1/4 mile,Clear/PC,67,5636,49,0,Other,Owned by Carrier,Max spd 40-60mph,7,7,117,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0722TO028,2022-07-14,6,21,PM,Hazardous material release,Washington,90,>1/2 mile and <=1 mile,Clear/PC,14,6453,61,36,Other,Owned by Carrier,Max spd 10-20mph,3,3,113,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0722TO044,2022-07-20,6,51,PM,Derailment,Washington,107,>1/2 mile and <=1 mile,Clear/PC,9,7348,0,0,Other,Owned by Carrier,Max spd 20-25mph,3,3,113,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0722TO050,2022-07-25,5,53,AM,Hazardous material release,Washington,84,<=1/4 mile,Clear/PC,0,41,0,1,Other,Leased Another Railroad,Max spd 10mph or less,3,3,439,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
KS0822205,2022-08-30,10,46,AM,Trespasser,Washington,73,>1/4 mile and <=1/2 mile,Clear/PC,65,5121,37,0,Other,Owned by Carrier,Max spd 40-60mph,1,1,117,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
0722TO050,2022-07-25,5,53,AM,Hazardous material release,Washington,84,<=1/4 mile,Clear/PC,6,126,1,0,Other,Leased Another Railroad,Max spd 10mph or less,5,3,439,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0722TO051,2022-07-25,1,24,PM,Hazardous material release,Washington,98,>1/4 mile and <=1/2 mile,Clear/PC,3,129,1,0,Other,Leased Another Railroad,Max spd 10mph or less,3,3,439,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
0722TO051,2022-07-25,1,24,PM,Hazardous material release,Washington,98,>1/4 mile and <=1/2 mile,Clear/PC,2,11271,84,2,Other,Leased Another Railroad,Max spd 10mph or less,6,3,439,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
0822TO041,2022-08-29,9,15,PM,Derailment,Washington,81,>1 mile and <=2 miles,Clear/PC,5,7104,58,5,Other,Leased Another Railroad,Max spd 10mph or less,9,9,141,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0722TO052,2022-07-25,5,0,AM,Hazardous material release,Washington,82,<=1/4 mile,Clear/PC,3,1695,11,0,Human,Leased Another Railroad,Max spd 10mph or less,10,3,309,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0722TO052,2022-07-25,5,0,AM,Hazardous material release,Washington,82,<=1/4 mile,Clear/PC,5,96,0,2,Human,Leased Another Railroad,Max spd 10mph or less,3,3,309,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0722TO057,2022-07-21,4,0,AM,Hazardous material release,Washington,88,<=1/4 mile,Clear/PC,2,3100,10,10,Other,Leased Another Railroad,Max spd 10mph or less,5,3,439,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0522HO027,2022-05-23,9,49,AM,Derailment,Washington,73,>1/4 mile and <=1/2 mile,Rain,1,5969,41,28,Human,Leased Another Railroad,Max spd 10mph or less,3,3,201,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
HF0715,2022-07-15,10,0,AM,Derailment,Washington,90,>1/4 mile and <=1/2 mile,Clear/PC,5,5121,37,0,Human,Leased Another Railroad,Max spd 10mph or less,3,3,303,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
0722TO042,2022-07-17,3,44,PM,Derailment,Washington,104,>1/4 mile and <=1/2 mile,Clear/PC,5,8606,61,11,Human,Leased Another Railroad,Max spd 10mph or less,5,5,439,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
KS0822206,2022-08-31,3,24,PM,Trespasser,Washington,87,>1/4 mile and <=1/2 mile,Clear/PC,26,5407,46,0,Other,Owned by Carrier,Max spd 25-40mph,10,10,381,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0522GC005,2022-05-01,8,34,PM,Trespasser,Washington,78,>1 mile and <=2 miles,Clear/PC,0,0,0,0,Other,Owned by Carrier,Max spd 25-40mph,3,3,321,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0522GC040,2022-05-28,12,30,AM,,Washington,77,>1 mile and <=2 miles,Clear/PC,4,3308,17,15,Other,Leased Another Railroad,Max spd 10mph or less,5,3,39,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0722TO040,2022-07-18,11,15,PM,Grade crossing accident,Washington,95,>1 mile and <=2 miles,Clear/PC,7,450,0,5,Other,Leased Another Railroad,Max spd 10mph or less,9,9,439,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
220802003,2022-08-02,3,46,AM,Derailment,Washington,74,>1 mile and <=2 miles,Clear/PC,10,10397,75,4,Other,Owned by Carrier,Max spd 10mph or less,9,9,453,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0822SX023,2022-08-29,9,45,PM,Hazardous material release,Washington,80,>1 mile and <=2 miles,Rain,2,232,0,5,Human,Leased Another Railroad,Max spd 10mph or less,6,3,395,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
