incdtno,date,timehr,timemin,ampm,type,state,temp,visiblty,weather,trnspd,tons,loadf1,emptyf1,cause,acctrk,acctrkcl,enghr,cdtrhr,cntycd,visiblty_>1 mile and <=2 miles,visiblty_>1/2 mile and <=1 mile,visiblty_>1/4 mile and <=1/2 mile,weather_clear/pc,weather_crosswinds,weather_fog/smoke,weather_rain,weather_snow/hail,acctrkcl_max spd 10mph or less,acctrkcl_max spd 20-25mph,acctrkcl_max spd 25-40mph,acctrkcl_max spd 40-60mph,acctrkcl_max spd 60mph or more,acctrk_leased another railroad,acctrk_owned by carrier,acctrk_trackage rights only
1122HO004,2022-11-08,8,10,AM,Derailment,Washington,72,>1/4 mile and <=1/2 mile,Rain,4,9843,48,110,Human,Owned by Carrier,Max spd 25-40mph,8,8,201,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1122HO007,2022-11-11,3,55,AM,Hazardous material release,Washington,65,>1 mile and <=2 miles,Clear/PC,4,31,0,1,Other,Leased Another Railroad,Max spd 10mph or less,3,3,201,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1122HO013,2022-11-13,11,30,PM,Hazardous material release,Washington,55,>1 mile and <=2 miles,Rain,4,31,1,0,Other,Leased Another Railroad,Max spd 10mph or less,3,3,201,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1122HO020,2022-11-18,7,28,AM,Hazardous material release,Washington,49,>1/4 mile and <=1/2 mile,Rain,0,3918,27,13,Human,Leased Another Railroad,Max spd 10mph or less,8,3,201,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1122HO024,2022-11-22,8,59,AM,Trespasser,Washington,47,>1/4 mile and <=1/2 mile,Rain,39,4725,61,0,Other,Owned by Carrier,Max spd 25-40mph,4,4,291,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
PTRA00003F,2022-11-19,6,4,PM,Unknown,Washington,46,>1 mile and <=2 miles,Clear/PC,7,758,0,23,Human,Leased Another Railroad,Max spd 10mph or less,4,4,201,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
RD1222117,2022-12-15,3,37,PM,Derailment,Washington,50,>1/4 mile and <=1/2 mile,Clear/PC,7,2820,20,0,Other,Trackage Rights Only,Max spd 10mph or less,3,3,181,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
RD1222129,2022-12-30,6,15,AM,Hazardous material release,Washington,60,<=1/4 mile,Clear/PC,4,1960,14,0,Human,Leased Another Railroad,Max spd 10mph or less,11,11,29,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1122HO007,2022-11-11,3,55,AM,Hazardous material release,Washington,65,>1 mile and <=2 miles,Clear/PC,4,130,1,0,Other,Leased Another Railroad,Max spd 10mph or less,3,3,201,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
22102201,2022-10-22,2,20,AM,Derailment,Washington,68,>1 mile and <=2 miles,Clear/PC,36,4408,25,2,Human,Owned by Carrier,Max spd 20-25mph,8,8,143,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
221204001,2022-12-04,1,45,PM,Derailment,Washington,60,>1/4 mile and <=1/2 mile,Clear/PC,3,285,0,9,Other,Trackage Rights Only,Max spd 10mph or less,6,6,53,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
220628004,2022-06-28,9,37,PM,Derailment,Washington,85,>1 mile and <=2 miles,Clear/PC,8,6570,45,0,Other,Owned by Carrier,Max spd 20-25mph,4,4,53,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
220629004,2022-06-29,5,14,AM,Derailment,Washington,85,<=1/4 mile,Clear/PC,10,10220,70,0,Other,Owned by Carrier,Max spd 10mph or less,10,10,453,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
RD1222109,2022-12-13,8,44,AM,Derailment,Washington,45,<=1/4 mile,Snow/Hail,0,159,0,3,Other,Leased Another Railroad,Max spd 10mph or less,3,3,439,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
172685,2022-11-10,4,42,PM,Trespasser,Washington,66,>1/4 mile and <=1/2 mile,Clear/PC,77,0,0,0,Other,Owned by Carrier,Max spd 25-40mph,7,7,141,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1022TO027,2022-10-27,12,46,PM,Trespasser,Washington,68,>1/4 mile and <=1/2 mile,Clear/PC,34,10823,97,1,Other,Owned by Carrier,Max spd 25-40mph,5,5,251,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1222HO002,2022-12-02,9,0,AM,Derailment,Washington,68,>1/4 mile and <=1/2 mile,Rain,7,8750,45,80,Other,Leased Another Railroad,Max spd 10mph or less,11,11,201,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1222HO003,2022-12-03,5,15,AM,Derailment,Washington,71,<=1/4 mile,Clear/PC,3,9758,68,77,Human,Owned by Carrier,Max spd 10mph or less,7,7,201,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1222HO011,2022-12-12,8,0,AM,Derailment,Washington,64,>1/4 mile and <=1/2 mile,Rain,4,5604,20,43,Human,Leased Another Railroad,Max spd 10mph or less,9,9,201,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1222HO017,2022-12-14,1,51,PM,,Washington,66,>1/4 mile and <=1/2 mile,Clear/PC,0,32,0,1,Other,Leased Another Railroad,Max spd 10mph or less,3,3,201,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
1222HO022,2022-12-16,10,50,PM,Hazardous material release,Washington,44,>1 mile and <=2 miles,Clear/PC,4,1508,2,0,Other,Leased Another Railroad,Max spd 10mph or less,8,3,201,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1222HO022,2022-12-16,10,50,PM,Hazardous material release,Washington,44,>1 mile and <=2 miles,Clear/PC,5,93,3,0,Other,Leased Another Railroad,Max spd 10mph or less,3,3,201,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1222HO022,2022-12-16,10,50,PM,Hazardous material release,Washington,44,>1 mile and <=2 miles,Clear/PC,0,31,1,0,Other,Leased Another Railroad,Max spd 10mph or less,3,3,201,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1222HO030,2022-12-24,1,15,PM,Derailment,Washington,37,>1/4 mile and <=1/2 mile,Clear/PC,10,3886,26,13,Other,Leased Another Railroad,Max spd 10mph or less,6,3,201,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
1222HO035,2022-12-30,9,8,AM,Derailment,Washington,60,>1/4 mile and <=1/2 mile,Clear/PC,5,3313,0,120,Other,Trackage Rights Only,Max spd 10mph or less,11,11,339,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
1222HL004,2022-12-04,11,0,AM,Derailment,Washington,54,>1/4 mile and <=1/2 mile,Clear/PC,0,12130,210,0,Human,Leased Another Railroad,Max spd 10mph or less,3,3,111,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
1222HL004,2022-12-04,11,0,AM,Derailment,Washington,54,>1/4 mile and <=1/2 mile,Clear/PC,10,3609,18,49,Human,Leased Another Railroad,Max spd 10mph or less,3,3,111,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
PTRA00003F,2022-11-19,6,4,PM,Unknown,Washington,46,>1 mile and <=2 miles,Clear/PC,6,956,8,0,Human,Leased Another Railroad,Max spd 10mph or less,4,4,201,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0922TO021,2022-09-21,11,30,AM,Trespasser,Washington,90,>1/4 mile and <=1/2 mile,Clear/PC,0,0,0,0,Other,Owned by Carrier,Max spd 25-40mph,3,3,113,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0422TO031,2022-04-27,6,19,PM,Derailment,Washington,74,>1/2 mile and <=1 mile,Rain,6,931,0,105,Human,Owned by Carrier,Max spd 10-20mph,2,2,113,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1222MA014,2022-12-12,5,45,PM,Derailment,Washington,59,>1/4 mile and <=1/2 mile,Rain,26,12144,89,35,Human,Owned by Carrier,Max spd 20-25mph,9,3,459,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1222TO003,2022-12-03,6,10,AM,Hazardous material release,Washington,50,<=1/4 mile,Rain,5,62,2,0,Human,Leased Another Railroad,Max spd 10mph or less,3,3,113,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1222TO003,2022-12-03,6,10,AM,Hazardous material release,Washington,50,<=1/4 mile,Rain,4,0,4,3,Human,Leased Another Railroad,Max spd 10mph or less,7,3,113,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1222TO008,2022-12-06,1,22,AM,Derailment,Washington,67,>1 mile and <=2 miles,Rain,5,1796,0,26,Human,Leased Another Railroad,Max spd 10mph or less,4,4,139,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1222TO009,2022-12-06,2,48,AM,Hazardous material release,Washington,63,>1 mile and <=2 miles,Clear/PC,5,183,0,3,Human,Leased Another Railroad,Max spd 10mph or less,3,3,309,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1222TO009,2022-12-06,2,48,AM,Hazardous material release,Washington,63,>1 mile and <=2 miles,Clear/PC,5,840,1,14,Human,Leased Another Railroad,Max spd 10mph or less,8,8,309,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1222TO018,2022-12-12,11,30,PM,Derailment,Washington,56,>1 mile and <=2 miles,Snow/Hail,29,12014,97,77,Other,Owned by Carrier,Max spd 20-25mph,10,10,181,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1222TO038,2022-12-31,5,22,AM,Hazardous material release,Washington,49,<=1/4 mile,Clear/PC,0,31,0,1,Other,Leased Another Railroad,Max spd 10mph or less,3,3,439,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1222TO038,2022-12-31,5,22,AM,Hazardous material release,Washington,49,<=1/4 mile,Clear/PC,3,4678,34,9,Other,Leased Another Railroad,Max spd 10mph or less,5,3,439,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1222TO039,2022-12-31,10,40,PM,Derailment,Washington,60,>1 mile and <=2 miles,Clear/PC,0,0,0,0,Human,Leased Another Railroad,Max spd 10mph or less,8,8,27,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
172125,2022-09-21,11,8,AM,Trespasser,Washington,91,>1/4 mile and <=1/2 mile,Clear/PC,53,0,0,0,Other,Owned by Carrier,Max spd 25-40mph,3,3,113,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0922HO026,2022-09-20,11,59,AM,Trespasser,Washington,80,>1/4 mile and <=1/2 mile,Clear/PC,0,0,0,0,Other,Owned by Carrier,Max spd 25-40mph,3,3,157,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1122TO025,2022-11-23,8,23,AM,Grade crossing accident,Washington,53,>1/4 mile and <=1/2 mile,Rain,8,9893,78,14,Other,Owned by Carrier,Max spd 25-40mph,9,9,439,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1122SX001,2022-11-02,5,15,AM,Hazardous material release,Washington,57,<=1/4 mile,Clear/PC,5,31,1,0,Human,Leased Another Railroad,Max spd 10mph or less,3,3,29,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1222HO029,2022-12-26,10,0,PM,Derailment,Washington,39,>1 mile and <=2 miles,Rain,6,0,0,0,Human,Trackage Rights Only,Max spd 10mph or less,6,5,201,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
PR0321103,2021-03-12,8,3,PM,Derailment,,31,>1/2 mile and <=1 mile,Clear/PC,10,264,0,8,Human,Leased Another Railroad,Max spd 10mph or less,11,11,5,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
PR0321105,2021-03-14,2,0,PM,Other,,32,>1/4 mile and <=1/2 mile,Blowing Dirt,6,3035,1,134,Human,Leased Another Railroad,Max spd 10mph or less,3,3,31,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
CA0821110,2021-08-21,8,0,AM,Derailment,Colorado,72,>1/2 mile and <=1 mile,Clear/PC,5,357,3,0,Human,Leased Another Railroad,Max spd 10mph or less,3,3,77,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0821NC041,2021-08-27,3,7,PM,Derailment,Colorado,79,>1/4 mile and <=1/2 mile,Clear/PC,8,9262,56,45,Human,Owned by Carrier,Max spd 20-25mph,6,6,93,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
1221LA044,2021-12-29,5,30,PM,Derailment,Colorado,51,>1/4 mile and <=1/2 mile,Snow/Hail,10,6665,104,2,Human,Leased Another Railroad,Max spd 10mph or less,8,3,37,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
X20110821,2021-11-08,10,18,AM,Trespasser,Hawaii,75,>1/4 mile and <=1/2 mile,Clear/PC,0,0,0,0,Other,Owned by Carrier,Max spd 25-40mph,3,3,11,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
168277,2021-09-07,2,8,PM,Trespasser,Hawaii,91,>1/4 mile and <=1/2 mile,Clear/PC,47,0,0,0,Other,Owned by Carrier,Max spd 20-25mph,7,7,117,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
201811,2021-12-11,5,30,PM,Hazardous material release,Idaho,75,>1/2 mile and <=1 mile,Clear/PC,4,0,32,8,Other,Leased Another Railroad,Max spd 10mph or less,3,3,299,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
201811,2021-12-11,5,30,PM,Hazardous material release,Idaho,75,>1/2 mile and <=1 mile,Clear/PC,4,0,26,8,Other,Leased Another Railroad,Max spd 10mph or less,2,3,299,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
201930,2021-12-17,5,18,PM,Derailment,Idaho,71,>1/4 mile and <=1/2 mile,Clear/PC,7,0,33,0,Other,Leased Another Railroad,Max spd 10mph or less,1,3,245,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
201946,2021-12-17,10,0,PM,Other,Idaho,67,>1 mile and <=2 miles,Clear/PC,6,0,11,0,Human,Leased Another Railroad,Max spd 10mph or less,7,3,299,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
140320,2021-01-20,7,50,AM,Hazardous material release,Idaho,52,<=1/4 mile,Clear/PC,4,0,35,7,Human,Leased Another Railroad,Max spd 10-20mph,1,3,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0821GL031,2021-08-30,12,0,PM,,Louisiana,79,>1/4 mile and <=1/2 mile,Clear/PC,0,29,0,1,Other,Owned by Carrier,Max spd 20-25mph,3,3,113,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
0521GL029,2021-05-27,9,28,PM,Derailment,Louisiana,45,>1 mile and <=2 miles,Rain,4,2722,6,51,Human,Leased Another Railroad,Max spd 10mph or less,6,3,15,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2021041,2021-08-15,8,17,AM,Derailment,Louisiana,63,>1/4 mile and <=1/2 mile,Clear/PC,0,0,0,0,Human,Leased Another Railroad,Max spd 10mph or less,3,3,155,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
0621GL031,2021-06-28,1,30,PM,Hazardous material release,Louisiana,82,>1/4 mile and <=1/2 mile,Rain,5,901,1,22,Human,Leased Another Railroad,Max spd 10mph or less,5,3,155,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1021PR001,2021-10-01,6,24,AM,Hazardous material release,Kansas,61,<=1/4 mile,Clear/PC,0,825,11,4,Other,Leased Another Railroad,Max spd 10mph or less,3,3,31,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
CH0821109,2021-08-23,8,28,PM,Derailment,Kansas,88,>1/2 mile and <=1 mile,Clear/PC,3,110,1,0,Other,Leased Another Railroad,Max spd 10mph or less,5,5,95,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
9419000384,2021-08-05,11,6,AM,Derailment,Kansas,84,>1/4 mile and <=1/2 mile,Clear/PC,5,300,5,0,Human,Owned by Carrier,Max spd 10-20mph,7,6,31,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
9419000386,2021-08-05,7,25,PM,,Kansas,83,>1/2 mile and <=1 mile,Clear/PC,5,0,0,0,Human,Leased Another Railroad,Max spd 10-20mph,6,5,31,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
202136014,2021-10-29,3,20,PM,Trespasser,Kentucky,50,>1/4 mile and <=1/2 mile,Rain,10,4408,22,45,Other,Owned by Carrier,Max spd 10mph or less,13,13,95,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
143008,2021-09-30,10,35,AM,,Kentucky,58,>1/4 mile and <=1/2 mile,Clear/PC,3,0,15,0,Human,Leased Another Railroad,Max spd 10mph or less,1,1,23,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
200180,2021-09-18,4,13,AM,Derailment,Kentucky,85,<=1/4 mile,Clear/PC,7,0,52,21,Other,Leased Another Railroad,Max spd 10mph or less,5,5,97,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
644281,2021-10-07,8,25,AM,Derailment,Kentucky,75,>1/4 mile and <=1/2 mile,Clear/PC,7,12756,90,0,Other,Trackage Rights Only,Max spd 10mph or less,2,2,153,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
0121HL011,2021-01-18,7,55,AM,Hazardous material release,Maine,30,<=1/4 mile,Rain,3,4568,26,37,Human,Leased Another Railroad,Max spd 10mph or less,1,3,209,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0121HL022,2021-01-28,7,30,AM,Derailment,Maine,22,<=1/4 mile,Rain,5,7795,49,38,Other,Leased Another Railroad,Max spd 10mph or less,5,5,173,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
KS0121105,2021-01-03,12,30,PM,Hazardous material release,Maine,42,>1/4 mile and <=1/2 mile,Clear/PC,7,2112,12,24,Human,Leased Another Railroad,Max spd 10mph or less,5,5,173,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
KS0121107,2021-01-06,11,52,PM,Derailment,Maine,36,>1 mile and <=2 miles,Rain,3,5523,31,56,Other,Leased Another Railroad,Max spd 10mph or less,3,3,79,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
KYL795821L,2021-06-08,5,30,PM,Grade crossing accident,Maine,85,>1/4 mile and <=1/2 mile,Clear/PC,10,0,0,1,Human,Owned by Carrier,Max spd 10mph or less,8,3,123,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
143092,2021-10-07,8,20,PM,,Maryland,72,>1 mile and <=2 miles,Clear/PC,5,0,1,0,Human,Trackage Rights Only,Max spd 10mph or less,3,3,211,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
143092,2021-10-07,8,20,PM,,Maryland,72,>1 mile and <=2 miles,Clear/PC,5,0,1,0,Human,Trackage Rights Only,Max spd 10mph or less,3,3,211,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
143092,2021-10-07,8,20,PM,,Maryland,72,>1 mile and <=2 miles,Clear/PC,5,0,1,0,Human,Trackage Rights Only,Max spd 10mph or less,3,3,211,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
197062,2021-04-16,6,57,AM,Derailment,Massachusetts,72,<=1/4 mile,Clear/PC,0,0,0,0,Human,Leased Another Railroad,Max spd 10mph or less,3,3,71,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0521GC019,2021-05-09,8,38,AM,Trespasser,Massachusetts,74,>1/4 mile and <=1/2 mile,Rain,43,9655,73,88,Other,Owned by Carrier,Max spd 20-25mph,6,3,81,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
21050603,2021-05-06,3,40,PM,Derailment,Massachusetts,83,>1/4 mile and <=1/2 mile,Clear/PC,10,6807,95,0,Other,Trackage Rights Only,Max spd 10mph or less,8,8,61,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
RD1021203,2021-10-08,8,0,AM,Trespasser,Massachusetts,75,<=1/4 mile,Clear/PC,13,5,0,1,Other,Owned by Carrier,Max spd 25-40mph,3,2,57,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
PWR859221A,2021-08-19,1,0,PM,,Mississippi,82,>1/4 mile and <=1/2 mile,Snow/Hail,0,0,4,0,Other,Trackage Rights Only,Max spd 10mph or less,3,3,27,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
167839,2021-07-24,6,36,AM,Grade crossing accident,Mississippi,65,<=1/4 mile,Clear/PC,100,0,0,0,Other,Owned by Carrier,Max spd 60mph or more,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
201258,2021-11-11,10,17,AM,Derailment,Missouri,51,>1/4 mile and <=1/2 mile,Rain,6,969,3,19,Human,Trackage Rights Only,Max spd 10mph or less,1,1,81,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
21030502,2021-03-05,9,5,PM,,Nevada,40,>1 mile and <=2 miles,Clear/PC,0,0,0,0,Human,Leased Another Railroad,Max spd 10mph or less,3,3,95,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0321HL015,2021-03-24,1,5,AM,Derailment,Nevada,51,>1 mile and <=2 miles,Snow/Hail,4,10611,75,0,Other,Owned by Carrier,Max spd 10-20mph,6,6,95,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0521GP029,2021-05-30,11,10,AM,Hazardous material release,New Jersey,58,>1/4 mile and <=1/2 mile,Snow/Hail,0,139,1,0,Other,Leased Another Railroad,Max spd 10mph or less,3,3,111,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0521HL015,2021-05-24,10,49,AM,Derailment,New Jersey,69,>1/4 mile and <=1/2 mile,Rain,9,650,7,0,Other,Trackage Rights Only,Max spd 10mph or less,2,2,25,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0521GP029,2021-05-30,11,10,AM,Hazardous material release,New Jersey,58,>1/4 mile and <=1/2 mile,Snow/Hail,2,552,2,0,Other,Leased Another Railroad,Max spd 10mph or less,4,3,111,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0221GP007,2021-02-07,11,22,AM,Hazardous material release,New Jersey,2,>1/4 mile and <=1/2 mile,Blowing Dirt,4,143,1,0,Other,Leased Another Railroad,Max spd 10-20mph,3,3,111,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0221GP007,2021-02-07,11,22,AM,Hazardous material release,New Jersey,2,>1/4 mile and <=1/2 mile,Blowing Dirt,0,30,0,1,Other,Leased Another Railroad,Max spd 10-20mph,3,3,111,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0221GP019,2021-02-15,5,36,PM,Trespasser,New Jersey,-1,>1/4 mile and <=1/2 mile,Rain,40,3415,0,110,Other,Owned by Carrier,Max spd 25-40mph,2,2,47,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
TC0621204,2021-06-29,5,53,AM,Trespasser,New Jersey,60,<=1/4 mile,Fog/Smoke,39,6962,30,78,Other,Owned by Carrier,Max spd 25-40mph,8,8,43,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
201079,2021-11-03,7,30,AM,Derailment,North Carolina,39,<=1/4 mile,Clear/PC,2,800,6,4,Human,Trackage Rights Only,Max spd 10mph or less,9,9,35,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
143586,2021-11-25,4,40,AM,Hazardous material release,North Carolina,35,<=1/4 mile,Clear/PC,0,0,42,20,Human,Leased Another Railroad,,6,6,13,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
169572,2021-10-14,9,30,PM,,North Carolina,52,>1 mile and <=2 miles,Clear/PC,0,0,0,0,Other,Owned by Carrier,Max spd 20-25mph,3,3,17,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
169573,2021-10-14,9,20,PM,,North Carolina,66,>1 mile and <=2 miles,Rain,0,0,0,0,Other,Owned by Carrier,Max spd 20-25mph,3,3,17,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
169011,2021-11-06,3,13,AM,,North Carolina,38,>1 mile and <=2 miles,Clear/PC,0,0,0,0,Other,Owned by Carrier,Max spd 20-25mph,3,3,21,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
169569,2021-11-08,6,45,PM,,North Carolina,50,>1 mile and <=2 miles,Clear/PC,0,0,0,0,Other,Owned by Carrier,Max spd 60mph or more,3,3,21,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
202106261,2021-06-09,4,9,PM,Derailment,North Carolina,82,>1/4 mile and <=1/2 mile,Clear/PC,5,0,0,0,Human,Leased Another Railroad,Max spd 10mph or less,8,8,17,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
20211023,2021-10-23,2,52,PM,Trespasser,North Carolina,62,>1/4 mile and <=1/2 mile,Rain,40,0,0,0,Other,Owned by Carrier,Max spd 25-40mph,8,3,21,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
202105215,2021-05-06,10,18,PM,Derailment,North Carolina,51,>1 mile and <=2 miles,Rain,5,0,0,0,Other,Leased Another Railroad,Max spd 10mph or less,4,4,17,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
20210624A,2021-06-24,2,8,PM,,North Carolina,78,>1/4 mile and <=1/2 mile,Clear/PC,25,0,0,0,Other,Owned by Carrier,Max spd 25-40mph,3,3,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
SW1121102,2021-11-27,4,45,PM,Derailment,North Dakota,45,>1/4 mile and <=1/2 mile,Clear/PC,9,9288,44,104,Human,Leased Another Railroad,Max spd 10mph or less,7,7,31,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
SW1221104,2021-12-12,10,25,PM,Derailment,North Dakota,33,>1 mile and <=2 miles,Clear/PC,63,5580,68,0,Other,Owned by Carrier,Max spd 40-60mph,4,4,11,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
SW0721110,2021-07-29,2,2,PM,Derailment,North Dakota,98,>1/4 mile and <=1/2 mile,Clear/PC,5,3124,22,0,Other,Trackage Rights Only,Max spd 10mph or less,7,7,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
SW0821109,2021-08-24,1,45,PM,Derailment,North Dakota,90,>1/4 mile and <=1/2 mile,Clear/PC,5,0,0,0,Other,Leased Another Railroad,Max spd 10mph or less,7,7,15,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
SW0921101,2021-09-01,2,45,PM,Derailment,North Dakota,82,>1/4 mile and <=1/2 mile,Rain,3,2196,16,0,Other,Leased Another Railroad,,5,5,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
142902,2021-09-20,9,45,PM,Derailment,North Carolina,70,>1 mile and <=2 miles,Clear/PC,0,0,0,0,Human,Owned by Carrier,Max spd 10mph or less,3,3,13,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
142928,2021-09-24,12,47,PM,Derailment,North Carolina,70,>1/4 mile and <=1/2 mile,Clear/PC,4,420,12,0,Other,Trackage Rights Only,Max spd 10mph or less,4,4,17,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
168427,2021-09-16,5,8,PM,,North Carolina,80,>1/2 mile and <=1 mile,Clear/PC,0,0,0,0,Other,Owned by Carrier,Max spd 20-25mph,3,3,17,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
202109383,2021-09-05,10,0,PM,Derailment,North Carolina,72,>1 mile and <=2 miles,Snow/Hail,5,0,0,0,Human,Leased Another Railroad,Max spd 10mph or less,1,1,29,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
